cashInLimit,totalCashOutTimes,totalCashInTimes,cashOutAmount,cashInAmount,amountRemain,date,time
20000,47,9,49515,7251,-22264,2019-01-06,19:14
20000,41,27,45729,30692,4963,2019-01-06,19:13
20000,32,32,27944,33967,26023,2019-01-06,19:12
20000,14,39,12865,45703,52838,2019-01-06,19:11
20000,18,42,16461,45838,49377,2019-01-06,19:10
20000,38,20,40872,22704,1832,2019-01-06,19:09
20000,16,31,18124,32496,34372,2019-01-06,19:08
20000,46,36,55370,32939,-2431,2019-01-06,19:07
20000,32,43,31067,41908,30841,2019-01-06,19:06
20000,0,28,0,34973,54973,2019-01-06,19:05
20000,0,43,0,43932,63932,2019-01-06,19:04
20000,28,21,32685,21431,8746,2019-01-06,19:03
20000,23,42,23001,42215,39214,2019-01-06,19:02
20000,22,7,18828,6944,8116,2019-01-06,19:01
20000,34,42,34731,39995,25264,2019-01-06,19:00
20000,31,25,30041,21564,11523,2019-01-06,18:59
20000,20,21,22758,19814,17056,2019-01-06,18:58
20000,42,0,44240,0,-24240,2019-01-06,18:57
20000,3,40,3996,43558,59562,2019-01-06,18:56
20000,20,2,19898,2837,2939,2019-01-06,18:55
20000,34,32,36314,30508,14194,2019-01-06,18:54
20000,32,22,33142,21457,8315,2019-01-06,18:53
20000,44,31,48693,34677,5984,2019-01-06,18:52
20000,42,15,40721,13517,-7204,2019-01-06,18:51
20000,37,6,34236,6872,-7364,2019-01-06,18:50
20000,13,21,15025,20751,25726,2019-01-06,18:49
20000,30,15,30063,14256,4193,2019-01-06,18:48
20000,19,29,19012,26257,27245,2019-01-06,18:47
20000,5,7,5055,5385,20330,2019-01-06,18:46
20000,9,31,10974,27402,36428,2019-01-06,18:45
20000,31,41,37105,40087,22982,2019-01-06,18:44
20000,1,39,1362,35004,53642,2019-01-06,18:43
20000,1,39,506,33675,53169,2019-01-06,18:42
20000,46,22,40111,20437,326,2019-01-06,18:41
20000,33,17,35480,15739,259,2019-01-06,18:40
20000,5,27,4096,26125,42029,2019-01-06,18:39
20000,31,30,39917,29318,9401,2019-01-06,18:38
20000,2,24,2643,24350,41707,2019-01-06,18:37
20000,12,30,11703,33610,41907,2019-01-06,18:36
20000,18,43,18055,40285,42230,2019-01-06,18:35
20000,40,7,38935,5994,-12941,2019-01-06,18:34
20000,0,49,0,43845,63845,2019-01-06,18:33
20000,40,22,40552,20845,293,2019-01-06,18:32
20000,29,41,32340,43317,30977,2019-01-06,18:31
20000,33,17,33687,15502,1815,2019-01-06,18:30
20000,40,32,45713,32444,6731,2019-01-06,18:29
20000,2,35,1885,30993,49108,2019-01-06,18:28
20000,24,31,25794,29893,24099,2019-01-06,18:27
20000,7,44,8680,40708,52028,2019-01-06,18:26
20000,7,21,8429,23293,34864,2019-01-06,18:25
20000,25,29,25038,24436,19398,2019-01-06,18:24
20000,36,25,39939,25204,5265,2019-01-06,18:23
20000,27,43,25799,49500,43701,2019-01-06,18:22
20000,33,15,32452,15533,3081,2019-01-06,18:21
20000,25,7,27110,8885,1775,2019-01-06,18:20
20000,29,30,29378,31803,22425,2019-01-06,18:19
20000,5,22,3966,19469,35503,2019-01-06,18:18
20000,34,35,39629,37451,17822,2019-01-06,18:17
20000,47,44,49650,44645,14995,2019-01-06,18:16
20000,18,25,17452,23624,26172,2019-01-06,18:15
20000,18,7,19732,6671,6939,2019-01-06,18:14
20000,16,34,15500,38177,42677,2019-01-06,18:13
20000,3,36,3237,32722,49485,2019-01-06,18:12
20000,40,32,43396,30127,6731,2019-01-06,18:11
20000,16,13,11372,11881,20509,2019-01-06,18:10
20000,22,6,20877,6651,5774,2019-01-06,18:09
20000,44,18,44973,11707,-13266,2019-01-06,18:08
20000,21,15,23346,15794,12448,2019-01-06,18:07
20000,45,34,40525,38443,17918,2019-01-06,18:06
20000,24,22,24224,18155,13931,2019-01-06,18:05
20000,29,8,30584,6573,-4011,2019-01-06,18:04
20000,13,43,13709,49087,55378,2019-01-06,18:03
20000,21,43,25288,39337,34049,2019-01-06,18:02
20000,36,28,36466,26694,10228,2019-01-06,18:01
20000,39,49,42769,42680,19911,2019-01-06,18:00
20000,22,10,25694,10824,5130,2019-01-06,17:59
20000,6,10,5760,10344,24584,2019-01-06,17:58
20000,49,13,44175,14632,-9543,2019-01-06,17:57
20000,42,0,40928,0,-20928,2019-01-06,17:56
20000,34,2,35211,1855,-13356,2019-01-06,17:55
20000,9,28,10277,24979,34702,2019-01-06,17:54
20000,1,39,1894,39914,58020,2019-01-06,17:53
20000,0,21,0,27392,47392,2019-01-06,17:52
20000,48,34,49238,39438,10200,2019-01-06,17:51
20000,45,41,50118,43504,13386,2019-01-06,17:50
20000,44,2,46344,2443,-23901,2019-01-06,17:49
20000,31,44,39775,42243,22468,2019-01-06,17:48
20000,37,8,35913,7868,-8045,2019-01-06,17:47
20000,16,4,19948,5061,5113,2019-01-06,17:46
20000,36,44,33870,41677,27807,2019-01-06,17:45
20000,11,49,11744,47264,55520,2019-01-06,17:44
20000,44,39,45926,41035,15109,2019-01-06,17:43
20000,12,32,15285,33140,37855,2019-01-06,17:42
20000,31,24,33762,20984,7222,2019-01-06,17:41
20000,30,37,32906,39989,27083,2019-01-06,17:40
20000,7,22,8245,22810,34565,2019-01-06,17:39
20000,31,43,31185,43300,32115,2019-01-06,17:38
20000,9,10,9267,10949,21682,2019-01-06,17:37
20000,46,3,49426,2286,-27140,2019-01-06,17:36
20000,31,29,30619,28416,17797,2019-01-06,17:35
20000,46,21,47780,21068,-6712,2019-01-06,17:34
20000,46,0,47700,0,-27700,2019-01-06,17:33
20000,3,37,3217,36984,53767,2019-01-06,17:32
20000,16,21,13638,20870,27232,2019-01-06,17:31
20000,1,22,703,20799,40096,2019-01-06,17:30
20000,41,28,50073,26530,-3543,2019-01-06,17:29
20000,32,35,41796,37180,15384,2019-01-06,17:28
20000,38,26,44836,24211,-625,2019-01-06,17:27
20000,44,0,44699,0,-24699,2019-01-06,17:26
20000,11,43,10918,45325,54407,2019-01-06,17:25
20000,48,36,46320,39026,12706,2019-01-06,17:24
20000,2,20,3383,24191,40808,2019-01-06,17:23
20000,45,40,44887,37640,12753,2019-01-06,17:22
20000,31,39,26514,40249,33735,2019-01-06,17:21
20000,11,39,11949,35708,43759,2019-01-06,17:20
20000,28,13,26340,12301,5961,2019-01-06,17:19
20000,36,32,34046,29838,15792,2019-01-06,17:18
20000,30,38,31621,38302,26681,2019-01-06,17:17
20000,49,37,53612,41997,8385,2019-01-06,17:16
20000,30,34,30130,37861,27731,2019-01-06,17:15
20000,45,3,46606,4670,-21936,2019-01-06,17:14
20000,25,3,31615,4261,-7354,2019-01-06,17:13
20000,11,15,11219,15645,24426,2019-01-06,17:12
20000,3,45,1448,56392,74944,2019-01-06,17:11
20000,26,25,20827,21565,20738,2019-01-06,17:10
20000,46,2,53949,2217,-31732,2019-01-06,17:09
20000,28,40,30902,41224,30322,2019-01-06,17:08
20000,4,32,4015,34367,50352,2019-01-06,17:07
20000,29,43,31050,39655,28605,2019-01-06,17:06
20000,5,26,6295,28175,41880,2019-01-06,17:05
20000,11,13,9776,11203,21427,2019-01-06,17:04
20000,24,45,23894,47693,43799,2019-01-06,17:03
20000,31,21,33616,23528,9912,2019-01-06,17:02
20000,28,41,25818,38047,32229,2019-01-06,17:01
20000,31,11,29984,14154,4170,2019-01-06,17:00
20000,31,26,28282,24111,15829,2019-01-06,16:59
20000,37,0,36678,0,-16678,2019-01-06,16:58
20000,38,43,44844,52865,28021,2019-01-06,16:57
20000,2,10,1312,11298,29986,2019-01-06,16:56
20000,10,18,12417,18387,25970,2019-01-06,16:55
20000,10,4,11948,4717,12769,2019-01-06,16:54
20000,10,11,9977,12661,22684,2019-01-06,16:53
20000,9,19,9559,23175,33616,2019-01-06,16:52
20000,36,11,37749,10520,-7229,2019-01-06,16:51
20000,18,32,21742,29223,27481,2019-01-06,16:50
20000,4,24,2161,24284,42123,2019-01-06,16:49
20000,36,14,36981,8960,-8021,2019-01-06,16:48
20000,14,25,12689,24483,31794,2019-01-06,16:47
20000,15,45,16828,44128,47300,2019-01-06,16:46
20000,2,24,1965,25600,43635,2019-01-06,16:45
20000,19,0,22278,0,-2278,2019-01-06,16:44
20000,11,19,12476,12432,19956,2019-01-06,16:43
20000,12,25,12206,26279,34073,2019-01-06,16:42
20000,32,47,34036,50613,36577,2019-01-06,16:41
20000,9,16,8149,17728,29579,2019-01-06,16:40
20000,4,5,3429,6290,22861,2019-01-06,16:39
20000,6,6,9051,4280,15229,2019-01-06,16:38
20000,47,13,53639,13586,-20053,2019-01-06,16:37
20000,36,35,42257,40182,17925,2019-01-06,16:36
20000,11,12,16010,11195,15185,2019-01-06,16:35
20000,44,45,40125,48707,28582,2019-01-06,16:34
20000,5,14,5027,15252,30225,2019-01-06,16:33
20000,8,8,7481,10164,22683,2019-01-06,16:32
20000,28,30,30464,33236,22772,2019-01-06,16:31
20000,1,33,101,32846,52745,2019-01-06,16:30
20000,6,37,6237,37592,51355,2019-01-06,16:29
20000,1,26,742,26645,45903,2019-01-06,16:28
20000,34,37,37204,42931,25727,2019-01-06,16:27
20000,39,27,43822,27335,3513,2019-01-06,16:26
20000,13,19,13499,21627,28128,2019-01-06,16:25
20000,32,13,32086,14403,2317,2019-01-06,16:24
20000,17,30,19476,29017,29541,2019-01-06,16:23
20000,42,6,48996,4335,-24661,2019-01-06,16:22
20000,19,12,15877,15199,19322,2019-01-06,16:21
20000,48,10,54281,10398,-23883,2019-01-06,16:20
20000,13,19,11090,20458,29368,2019-01-06,16:19
20000,15,26,13773,22146,28373,2019-01-06,16:18
20000,20,11,19111,12195,13084,2019-01-06,16:17
20000,26,3,27993,4697,-3296,2019-01-06,16:16
20000,12,32,11578,32102,40524,2019-01-06,16:15
20000,21,10,23729,10781,7052,2019-01-06,16:14
20000,10,5,12260,3888,11628,2019-01-06,16:13
20000,38,24,36916,27932,11016,2019-01-06,16:12
20000,37,13,38357,9183,-9174,2019-01-06,16:11
20000,19,31,19593,28349,28756,2019-01-06,16:10
20000,6,22,7672,22103,34431,2019-01-06,16:09
20000,4,36,4423,37253,52830,2019-01-06,16:08
20000,31,7,37460,7672,-9788,2019-01-06,16:07
20000,37,26,41325,26083,4758,2019-01-06,16:06
20000,45,7,42042,3986,-18056,2019-01-06,16:05
20000,25,22,28819,25397,16578,2019-01-06,16:04
20000,14,36,14519,38674,44155,2019-01-06,16:03
20000,43,20,49265,16827,-12438,2019-01-06,16:02
20000,17,14,16902,13893,16991,2019-01-06,16:01
20000,6,36,7975,36262,48287,2019-01-06,16:00
20000,44,10,41577,8148,-13429,2019-01-06,15:59
20000,29,36,29509,33687,24178,2019-01-06,15:58
20000,45,2,44321,1484,-22837,2019-01-06,15:57
20000,16,31,15225,30671,35446,2019-01-06,15:56
20000,31,26,28429,25260,16831,2019-01-06,15:55
20000,20,20,22750,22015,19265,2019-01-06,15:54
20000,7,27,8204,28530,40326,2019-01-06,15:53
20000,34,33,34906,34388,19482,2019-01-06,15:52
20000,38,2,43769,2011,-21758,2019-01-06,15:51
20000,23,9,26795,9541,2746,2019-01-06,15:50
20000,29,35,30826,36844,26018,2019-01-06,15:49
20000,25,19,23325,19725,16400,2019-01-06,15:48
20000,37,9,37947,7606,-10341,2019-01-06,15:47
20000,43,35,49011,37276,8265,2019-01-06,15:46
20000,1,49,1914,47912,65998,2019-01-06,15:45
20000,10,5,10788,6014,15226,2019-01-06,15:44
20000,33,7,30014,6935,-3079,2019-01-06,15:43
20000,43,31,45177,28183,3006,2019-01-06,15:42
20000,42,22,40031,19091,-940,2019-01-06,15:41
20000,9,5,12200,4839,12639,2019-01-06,15:40
20000,2,29,1198,30194,48996,2019-01-06,15:39
20000,37,26,38976,28061,9085,2019-01-06,15:38
20000,41,33,42343,31908,9565,2019-01-06,15:37
20000,17,31,17527,32659,35132,2019-01-06,15:36
20000,13,1,8836,497,11661,2019-01-06,15:35
20000,22,36,24113,34073,29960,2019-01-06,15:34
20000,26,10,26879,8584,1705,2019-01-06,15:33
20000,24,34,25813,33158,27345,2019-01-06,15:32
20000,45,2,46249,1612,-24637,2019-01-06,15:31
20000,1,7,1296,5508,24212,2019-01-06,15:30
20000,48,42,39882,39120,19238,2019-01-06,15:29
20000,0,34,0,34464,54464,2019-01-06,15:28
20000,10,29,6025,32264,46239,2019-01-06,15:27
20000,12,23,9185,29838,40653,2019-01-06,15:26
20000,35,2,45477,2932,-22545,2019-01-06,15:25
20000,35,16,39819,16619,-3200,2019-01-06,15:24
20000,10,30,8504,30576,42072,2019-01-06,15:23
20000,7,9,4188,7494,23306,2019-01-06,15:22
20000,34,22,38613,26411,7798,2019-01-06,15:21
20000,18,31,18670,32840,34170,2019-01-06,15:20
20000,27,25,24366,29467,25101,2019-01-06,15:19
20000,37,11,43213,9352,-13861,2019-01-06,15:18
20000,43,21,40485,18432,-2053,2019-01-06,15:17
20000,49,12,50598,13540,-17058,2019-01-06,15:16
20000,41,46,43049,45045,21996,2019-01-06,15:15
20000,30,7,26888,7448,560,2019-01-06,15:14
20000,45,48,48003,53833,25830,2019-01-06,15:13
20000,38,6,40195,6000,-14195,2019-01-06,15:12
20000,41,44,45482,49714,24232,2019-01-06,15:11
20000,39,9,41095,12767,-8328,2019-01-06,15:10
20000,5,14,5673,13519,27846,2019-01-06,15:09
20000,30,32,27782,30215,22433,2019-01-06,15:08
20000,13,17,11226,17702,26476,2019-01-06,15:07
20000,20,16,19221,13462,14241,2019-01-06,15:06
20000,35,47,30637,47958,37321,2019-01-06,15:05
20000,13,7,12320,7606,15286,2019-01-06,15:04
20000,30,30,34276,26009,11733,2019-01-06,15:03
20000,0,11,0,11848,31848,2019-01-06,15:02
20000,32,43,28513,39719,31206,2019-01-06,15:01
20000,25,5,25686,6785,1099,2019-01-06,15:00
20000,37,43,37183,37097,19914,2019-01-06,14:59
20000,37,18,37338,23173,5835,2019-01-06,14:58
20000,40,37,42758,40197,17439,2019-01-06,14:57
20000,17,33,16416,39573,43157,2019-01-06,14:56
20000,24,6,22577,8614,6037,2019-01-06,14:55
20000,1,48,1132,55228,74096,2019-01-06,14:54
20000,23,9,17777,6236,8459,2019-01-06,14:53
20000,27,33,29521,31572,22051,2019-01-06,14:52
20000,40,19,44716,21423,-3293,2019-01-06,14:51
20000,44,2,45372,2724,-22648,2019-01-06,14:50
20000,10,21,12528,22915,30387,2019-01-06,14:49
20000,8,35,9853,38787,48934,2019-01-06,14:48
20000,8,35,9010,32214,43204,2019-01-06,14:47
20000,19,48,22393,51279,48886,2019-01-06,14:46
20000,13,22,12988,20531,27543,2019-01-06,14:45
20000,49,26,56817,25376,-11441,2019-01-06,14:44
20000,16,32,13296,31541,38245,2019-01-06,14:43
20000,32,49,30739,53254,42515,2019-01-06,14:42
20000,42,44,46637,51702,25065,2019-01-06,14:41
20000,41,44,47946,40480,12534,2019-01-06,14:40
20000,5,8,4136,6783,22647,2019-01-06,14:39
20000,42,43,47045,33809,6764,2019-01-06,14:38
20000,43,42,41195,43334,22139,2019-01-06,14:37
20000,24,8,21981,8426,6445,2019-01-06,14:36
20000,0,42,0,41012,61012,2019-01-06,14:35
20000,20,30,23535,34374,30839,2019-01-06,14:34
20000,39,39,38965,44794,25829,2019-01-06,14:33
20000,46,16,46207,20961,-5246,2019-01-06,14:32
20000,41,3,44098,2713,-21385,2019-01-06,14:31
20000,48,40,54188,41085,6897,2019-01-06,14:30
20000,42,18,43896,14353,-9543,2019-01-06,14:29
20000,13,24,15879,24173,28294,2019-01-06,14:28
20000,0,38,0,40126,60126,2019-01-06,14:27
20000,16,41,15716,46248,50532,2019-01-06,14:26
20000,42,45,47191,44430,17239,2019-01-06,14:25
20000,4,18,5053,19144,34091,2019-01-06,14:24
20000,49,21,48746,18571,-10175,2019-01-06,14:23
20000,37,15,36875,16281,-594,2019-01-06,14:22
20000,49,12,47483,14386,-13097,2019-01-06,14:21
20000,19,38,17786,38940,41154,2019-01-06,14:20
20000,18,1,16567,1784,5217,2019-01-06,14:19
20000,2,41,1323,30601,49278,2019-01-06,14:18
20000,38,16,38332,15290,-3042,2019-01-06,14:17
20000,7,0,8431,0,11569,2019-01-06,14:16
20000,1,17,1744,14081,32337,2019-01-06,14:15
20000,29,48,27831,53190,45359,2019-01-06,14:14
20000,40,41,40177,33525,13348,2019-01-06,14:13
20000,29,2,31321,1697,-9624,2019-01-06,14:12
20000,39,32,42840,30753,7913,2019-01-06,14:11
20000,23,34,25756,31949,26193,2019-01-06,14:10
20000,30,19,33021,21132,8111,2019-01-06,14:09
20000,40,48,39883,50467,30584,2019-01-06,14:08
20000,46,26,48516,29770,1254,2019-01-06,14:07
20000,28,23,29659,23705,14046,2019-01-06,14:06
20000,21,7,20835,5055,4220,2019-01-06,14:05
20000,4,3,5377,2589,17212,2019-01-06,14:04
20000,38,43,42736,39248,16512,2019-01-06,14:03
20000,42,29,49588,27751,-1837,2019-01-06,14:02
20000,15,36,12470,28506,36036,2019-01-06,14:01
20000,16,49,17032,48525,51493,2019-01-06,14:00
20000,12,25,13096,27094,33998,2019-01-06,13:59
20000,47,19,50641,20880,-9761,2019-01-06,13:58
20000,15,7,14947,5163,10216,2019-01-06,13:57
20000,7,36,9762,36869,47107,2019-01-06,13:56
20000,31,8,31163,11702,539,2019-01-06,13:55
20000,13,36,15722,39470,43748,2019-01-06,13:54
20000,28,33,25480,34976,29496,2019-01-06,13:53
20000,34,13,40454,12782,-7672,2019-01-06,13:52
20000,17,34,20603,44413,43810,2019-01-06,13:51
20000,18,15,18876,12920,14044,2019-01-06,13:50
20000,24,48,24899,48675,43776,2019-01-06,13:49
20000,19,49,22437,55035,52598,2019-01-06,13:48
20000,18,23,20300,23976,23676,2019-01-06,13:47
20000,15,17,14721,18392,23671,2019-01-06,13:46
20000,20,42,17974,42007,44033,2019-01-06,13:45
20000,9,7,9755,7492,17737,2019-01-06,13:44
20000,6,13,6141,17147,31006,2019-01-06,13:43
20000,32,19,37957,19684,1727,2019-01-06,13:42
20000,16,43,16640,38759,42119,2019-01-06,13:41
20000,27,13,29112,10691,1579,2019-01-06,13:40
20000,23,14,21507,13253,11746,2019-01-06,13:39
20000,4,12,3649,11498,27849,2019-01-06,13:38
20000,19,39,18925,39207,40282,2019-01-06,13:37
20000,9,12,13181,15817,22636,2019-01-06,13:36
20000,10,40,9257,38589,49332,2019-01-06,13:35
20000,20,38,20481,36242,35761,2019-01-06,13:34
20000,10,27,10711,31440,40729,2019-01-06,13:33
20000,49,44,48897,38262,9365,2019-01-06,13:32
20000,13,2,12283,1416,9133,2019-01-06,13:31
20000,25,24,25907,25039,19132,2019-01-06,13:30
20000,5,27,3861,30341,46480,2019-01-06,13:29
20000,30,2,27260,2640,-4620,2019-01-06,13:28
20000,11,49,11745,48383,56638,2019-01-06,13:27
20000,48,31,52181,31251,-930,2019-01-06,13:26
20000,28,16,32725,20552,7827,2019-01-06,13:25
20000,21,15,26648,14937,8289,2019-01-06,13:24
20000,2,11,3028,14273,31245,2019-01-06,13:23
20000,45,44,41134,50199,29065,2019-01-06,13:22
20000,48,18,47083,23680,-3403,2019-01-06,13:21
20000,22,10,27362,9005,1643,2019-01-06,13:20
20000,44,11,42771,9337,-13434,2019-01-06,13:19
20000,2,4,2099,3647,21548,2019-01-06,13:18
20000,40,15,45099,16833,-8266,2019-01-06,13:17
20000,32,45,38141,43987,25846,2019-01-06,13:16
20000,8,30,7493,31304,43811,2019-01-06,13:15
20000,18,13,16430,13502,17072,2019-01-06,13:14
20000,17,30,16263,28887,32624,2019-01-06,13:13
20000,40,30,43211,30507,7296,2019-01-06,13:12
20000,29,48,37324,48812,31488,2019-01-06,13:11
20000,6,13,3834,14633,30799,2019-01-06,13:10
20000,23,28,18445,22226,23781,2019-01-06,13:09
20000,38,29,42607,28036,5429,2019-01-06,13:08
20000,40,45,37476,47150,29674,2019-01-06,13:07
20000,1,17,1809,20580,38771,2019-01-06,13:06
20000,9,3,8355,2049,13694,2019-01-06,13:05
20000,26,7,29816,8290,-1526,2019-01-06,13:04
20000,18,46,17201,39325,42124,2019-01-06,13:03
20000,28,34,23779,32629,28850,2019-01-06,13:02
20000,34,41,40464,46507,26043,2019-01-06,13:01
20000,2,4,1466,4646,23180,2019-01-06,13:00
20000,15,2,14617,3199,8582,2019-01-06,12:59
20000,34,32,27295,34036,26741,2019-01-06,12:58
20000,7,35,7675,39496,51821,2019-01-06,12:57
20000,43,32,43157,33951,10794,2019-01-06,12:56
20000,26,35,30949,38224,27275,2019-01-06,12:55
20000,37,32,37687,28722,11035,2019-01-06,12:54
20000,1,12,1794,15074,33280,2019-01-06,12:53
20000,37,12,32039,10983,-1056,2019-01-06,12:52
20000,30,31,35137,29125,13988,2019-01-06,12:51
20000,1,36,1961,37837,55876,2019-01-06,12:50
20000,20,19,13216,17424,24208,2019-01-06,12:49
20000,31,5,36224,7452,-8772,2019-01-06,12:48
20000,17,29,18969,33527,34558,2019-01-06,12:47
20000,1,35,1709,35853,54144,2019-01-06,12:46
20000,9,18,11278,16598,25320,2019-01-06,12:45
20000,42,22,41928,20051,-1877,2019-01-06,12:44
20000,1,13,973,10951,29978,2019-01-06,12:43
20000,33,7,32597,6153,-6444,2019-01-06,12:42
20000,0,30,0,25220,45220,2019-01-06,12:41
20000,18,22,18663,22696,24033,2019-01-06,12:40
20000,47,18,53041,17931,-15110,2019-01-06,12:39
20000,4,24,3293,26013,42720,2019-01-06,12:38
20000,23,47,20153,43844,43691,2019-01-06,12:37
20000,46,4,48510,4028,-24482,2019-01-06,12:36
20000,7,27,7535,26886,39351,2019-01-06,12:35
20000,31,38,31880,35750,23870,2019-01-06,12:34
20000,2,37,1425,38826,57401,2019-01-06,12:33
20000,39,8,39804,10523,-9281,2019-01-06,12:32
20000,25,18,22358,14907,12549,2019-01-06,12:31
20000,21,41,25394,41628,36234,2019-01-06,12:30
20000,22,45,22366,44113,41747,2019-01-06,12:29
20000,5,29,5018,35081,50063,2019-01-06,12:28
20000,29,40,30671,38420,27749,2019-01-06,12:27
20000,38,29,37946,23449,5503,2019-01-06,12:26
20000,39,43,42034,42224,20190,2019-01-06,12:25
20000,34,15,32564,15010,2446,2019-01-06,12:24
20000,32,10,30013,9113,-900,2019-01-06,12:23
20000,42,12,38086,16946,-1140,2019-01-06,12:22
20000,6,10,8131,11578,23447,2019-01-06,12:21
20000,0,44,0,37375,57375,2019-01-06,12:20
20000,17,44,19279,42760,43481,2019-01-06,12:19
20000,47,37,48305,38444,10139,2019-01-06,12:18
20000,23,36,23269,34653,31384,2019-01-06,12:17
20000,2,15,1998,18846,36848,2019-01-06,12:16
20000,3,27,2432,28922,46490,2019-01-06,12:15
20000,48,37,54080,33491,-589,2019-01-06,12:14
20000,8,11,6796,15422,28626,2019-01-06,12:13
20000,27,15,27105,14592,7487,2019-01-06,12:12
20000,16,39,13734,45008,51274,2019-01-06,12:11
20000,5,17,5889,23436,37547,2019-01-06,12:10
20000,26,36,30643,35606,24963,2019-01-06,12:09
20000,24,21,26384,23373,16989,2019-01-06,12:08
20000,26,5,22887,6581,3694,2019-01-06,12:07
20000,0,41,0,48334,68334,2019-01-06,12:06
20000,34,30,32699,30598,17899,2019-01-06,12:05
20000,13,20,14622,22148,27526,2019-01-06,12:04
20000,0,4,0,5639,25639,2019-01-06,12:03
20000,11,30,9088,29919,40831,2019-01-06,12:02
20000,14,11,12455,11652,19197,2019-01-06,12:01
20000,18,12,22244,8316,6072,2019-01-06,12:00
20000,39,29,38821,28210,9389,2019-01-06,11:59
20000,6,23,3579,21826,38247,2019-01-06,11:58
20000,17,39,14757,44899,50142,2019-01-06,11:57
20000,7,18,5150,16611,31461,2019-01-06,11:56
20000,38,46,42412,51447,29035,2019-01-06,11:55
20000,4,43,2585,45895,63310,2019-01-06,11:54
20000,3,19,3550,21702,38152,2019-01-06,11:53
20000,36,12,33863,12617,-1246,2019-01-06,11:52
20000,44,37,47092,35652,8560,2019-01-06,11:51
20000,39,11,40436,14056,-6380,2019-01-06,11:50
20000,10,0,9055,0,10945,2019-01-06,11:49
20000,25,11,25405,13301,7896,2019-01-06,11:48
20000,20,48,23616,50355,46739,2019-01-06,11:47
20000,8,12,8505,14022,25517,2019-01-06,11:46
20000,6,35,8259,35000,46741,2019-01-06,11:45
20000,46,2,49198,3327,-25871,2019-01-06,11:44
20000,39,6,37792,6395,-11397,2019-01-06,11:43
20000,6,28,7904,33877,45973,2019-01-06,11:42
20000,0,24,0,24428,44428,2019-01-06,11:41
20000,29,7,29022,6790,-2232,2019-01-06,11:40
20000,3,40,2386,37264,54878,2019-01-06,11:39
20000,23,12,27298,14038,6740,2019-01-06,11:38
20000,44,11,42042,11927,-10115,2019-01-06,11:37
20000,14,42,13701,46222,52521,2019-01-06,11:36
20000,25,36,22241,30547,28306,2019-01-06,11:35
20000,33,0,36010,0,-16010,2019-01-06,11:34
20000,25,29,26022,30250,24228,2019-01-06,11:33
20000,43,13,49354,15141,-14213,2019-01-06,11:32
20000,0,45,0,55677,75677,2019-01-06,11:31
20000,7,32,5544,40153,54609,2019-01-06,11:30
20000,19,46,21356,48186,46830,2019-01-06,11:29
20000,27,4,27265,3765,-3500,2019-01-06,11:28
20000,25,46,25852,55823,49971,2019-01-06,11:27
20000,36,7,38394,5888,-12506,2019-01-06,11:26
20000,24,34,20767,33783,33016,2019-01-06,11:25
20000,29,18,24452,17961,13509,2019-01-06,11:24
20000,46,27,43428,27848,4420,2019-01-06,11:23
20000,49,10,60765,8758,-32007,2019-01-06,11:22
20000,34,42,33918,40735,26817,2019-01-06,11:21
20000,34,16,35586,18517,2931,2019-01-06,11:20
20000,36,9,39313,6849,-12464,2019-01-06,11:19
20000,4,36,2127,32626,50499,2019-01-06,11:18
20000,33,42,31103,45222,34119,2019-01-06,11:17
20000,47,15,48963,20112,-8851,2019-01-06,11:16
20000,8,3,7250,4162,16912,2019-01-06,11:15
20000,47,39,45131,34237,9106,2019-01-06,11:14
20000,19,29,20895,32179,31284,2019-01-06,11:13
20000,1,21,243,14988,34745,2019-01-06,11:12
20000,5,9,4430,8342,23912,2019-01-06,11:11
20000,7,35,6799,31441,44642,2019-01-06,11:10
20000,48,38,49829,40339,10510,2019-01-06,11:09
20000,25,25,24742,29074,24332,2019-01-06,11:08
20000,44,16,41226,14551,-6675,2019-01-06,11:07
20000,8,34,8275,32242,43967,2019-01-06,11:06
20000,23,28,20333,32724,32391,2019-01-06,11:05
20000,44,22,43334,19537,-3797,2019-01-06,11:04
20000,49,0,53257,0,-33257,2019-01-06,11:03
20000,34,30,32804,30283,17479,2019-01-06,11:02
20000,41,38,45234,38631,13397,2019-01-06,11:01
20000,25,26,23413,24163,20750,2019-01-06,11:00
20000,39,28,38315,25369,7054,2019-01-06,10:59
20000,33,28,36929,30542,13613,2019-01-06,10:58
20000,36,12,35400,12922,-2478,2019-01-06,10:57
20000,7,41,7191,43934,56743,2019-01-06,10:56
20000,11,36,14775,37060,42285,2019-01-06,10:55
20000,23,37,24554,40801,36247,2019-01-06,10:54
20000,37,12,39128,12340,-6788,2019-01-06,10:53
20000,49,40,43217,35724,12507,2019-01-06,10:52
20000,41,36,42992,28438,5446,2019-01-06,10:51
20000,34,10,36217,11434,-4783,2019-01-06,10:50
20000,36,9,36898,9434,-7464,2019-01-06,10:49
20000,39,16,44606,17887,-6719,2019-01-06,10:48
20000,32,48,29918,51969,42051,2019-01-06,10:47
20000,32,38,28926,38867,29941,2019-01-06,10:46
20000,37,28,37028,27900,10872,2019-01-06,10:45
20000,5,34,5487,35449,49962,2019-01-06,10:44
20000,6,43,7342,42538,55196,2019-01-06,10:43
20000,32,5,30718,7047,-3671,2019-01-06,10:42
20000,40,13,40564,10763,-9801,2019-01-06,10:41
